seconds,lateral_velocity,u,v
188699,0.09395279,0.055500973,-0.075807445
188999,0.09546385,0.06702605,-0.06797687
189299,0.124488115,0.09534724,-0.0800387
189599,0.14213762,0.1156902,-0.08257651
189899,0.15663998,0.12928091,-0.08844506
190199,0.1818489,0.15879737,-0.08861387
190499,0.19695152,0.17636076,-0.08767429
190799,0.22012271,0.20365794,-0.08353113
191099,0.23878917,0.22135894,-0.08955717
191399,0.2488417,0.23314588,-0.08697807
191699,0.27382514,0.25918758,-0.08832889
191999,0.29655835,0.2815365,-0.09318833
192299,0.33397692,0.32035884,-0.09439705
192599,0.30562714,0.29114845,-0.092954405
192899,0.32440627,0.31129164,-0.091306955
193199,0.32586077,0.31489998,-0.08380479
193499,0.3293234,0.3155098,-0.09437939
193799,0.3449112,0.33280057,-0.09059536
194099,0.34851786,0.33502606,-0.09603256
194399,0.34899724,0.33678353,-0.0915201
194699,0.33069694,0.32056242,-0.08124154
194999,0.33888087,0.32971898,-0.07826653
195299,0.37521183,0.36360797,-0.09259132
195599,0.36933014,0.3629662,-0.06826613
195899,0.37009156,0.36103922,-0.08135367
196199,0.36718723,0.35981864,-0.073191635
196499,0.36895487,0.35973683,-0.081958175
196799,0.37043524,0.3629491,-0.07409594
197099,0.39200336,0.38273472,-0.08473951
197399,0.37597746,0.37000078,-0.06677168
197699,0.41864762,0.41050136,-0.08218538
197999,0.37881306,0.37124678,-0.07533355
198299,0.3480364,0.34082404,-0.07048634
198599,0.36701298,0.36082995,-0.067084014
198899,0.38157114,0.3743691,-0.07378557
199199,0.33212695,0.3250286,-0.068298765
199499,0.33494955,0.32999188,-0.057415918
199799,0.37007716,0.36366335,-0.068600655
200099,0.3552353,0.3504681,-0.05800209
200399,0.37071028,0.3653121,-0.06303332
200699,0.34647313,0.34284708,-0.049994968
200999,0.32551306,0.32105738,-0.053673975
201299,0.31579036,0.31178465,-0.050138477
201599,0.32280415,0.31773362,-0.056990054
201899,0.27068308,0.26786137,-0.03898223
202199,0.27700418,0.2734867,-0.044003785
202499,0.2887757,0.28444958,-0.049797915
202799,0.25605208,0.251928,-0.0457706
203099,0.2867667,0.28103036,-0.05707072
203399,0.23377012,0.23066998,-0.037945077
203699,0.26075575,0.25774258,-0.039526157
203999,0.25852126,0.25577745,-0.03756514
204299,0.18335909,0.18222274,-0.020381965
204599,0.18720885,0.18557626,-0.024669802
204899,0.23179446,0.22726406,-0.045603912
205199,0.19583172,0.193667,-0.029037211
205499,0.16392332,0.16323604,-0.014994977
205799,0.12306125,0.123035274,-0.002527915
206099,0.14028947,0.14023058,-0.004064105
206399,0.15083748,0.14992887,-0.01653118
206699,0.13485141,0.13409378,-0.014274598
206999,0.08943954,0.08908545,0.0079507185
207299,0.08026784,0.078534685,0.016590023
207599,0.08544071,0.08499256,0.008739519
207899,0.07232286,0.07122624,0.0125466855
208199,0.05700985,0.056939915,0.0028229873
208499,0.03816534,0.0350985,0.014989603
208799,0.029120225,0.023987867,0.016509686
209099,0.02548723,0.009941807,0.023468263
209399,0.026102569,-0.010395878,0.023943054
209699,0.03767692,-0.026353823,0.026926307
209999,0.059685748,-0.044898253,0.03932602
210299,0.06405862,-0.04842133,0.04193902
210599,0.09176033,-0.07503494,0.052817762
210899,0.113150634,-0.09828947,0.056055743
211199,0.13641642,-0.12074929,0.063474774
211499,0.14584412,-0.13394868,0.057691038
211799,0.17183246,-0.15826793,0.066915326
212099,0.19675215,-0.18303128,0.072187
212399,0.21951099,-0.20418592,0.08058029
212699,0.2441579,-0.22691393,0.09012854
212999,0.25113943,-0.23382933,0.091623425
213299,0.2515357,-0.2363992,0.08593965
213599,0.27267203,-0.25780383,0.08881001
213899,0.2734232,-0.260418,0.08332294
214199,0.29672575,-0.28474283,0.08347273
214499,0.3205871,-0.30597898,0.09567116
214799,0.32365602,-0.31001562,0.092970684
215099,0.33394787,-0.3203455,0.09433951
215399,0.35010967,-0.3351232,0.10133717
215699,0.3493095,-0.3373616,0.09057744
215999,0.37012997,-0.3572426,0.096818954
216299,0.37753853,-0.3660795,0.092309885
216599,0.37321535,-0.36330673,0.08542798
216899,0.39300513,-0.38287276,0.08866487
217199,0.3821231,-0.37459582,0.07547214
217499,0.38435942,-0.37750727,0.07225237
217799,0.40435714,-0.39633122,0.080164075
218099,0.39877254,-0.39123398,0.07717192
218399,0.41301,-0.40530545,0.07940277
218699,0.4002096,-0.3946102,0.06671204
218999,0.40534267,-0.39997286,0.06575993
219299,0.41054842,-0.40517265,0.066220336
219599,0.4113372,-0.406942,0.059970748
219899,0.39469922,-0.3906688,0.056261394
220199,0.4017278,-0.39857817,0.05020611
220499,0.40227026,-0.39938328,0.04810776
220799,0.39110026,-0.38882086,0.04216354
221099,0.39064026,-0.388623,0.039647985
221399,0.37771994,-0.37576833,0.038347382
221699,0.37243506,-0.3712559,0.029612856
221999,0.37345546,-0.37198094,0.03315382
222299,0.37267658,-0.37158316,0.028526584
222599,0.3546977,-0.35430533,0.01667946
222899,0.35432333,-0.35425797,0.00680709
223199,0.3558472,-0.3553355,0.019076485
223499,0.34716654,-0.34713697,0.004531137
223799,0.3421418,-0.3421033,0.0051323245
224099,0.34088284,-0.34087536,0.002259718
224399,0.35380942,-0.35378018,-0.0045485804
224699,0.3410887,-0.34102103,-0.0067939577
224999,0.3359407,-0.3358552,-0.007579031
225299,0.32076576,-0.32039708,-0.015375184
225599,0.32462713,-0.3237858,-0.023356305
225899,0.33361328,-0.33312792,-0.017988682
226199,0.31538877,-0.3142003,-0.027353985
226499,0.3125517,-0.31165558,-0.023651328
226799,0.30002278,-0.29880863,-0.026964065
227099,0.28971255,-0.2884909,-0.026577527
227399,0.2827758,-0.28086498,-0.03281751
227699,0.27893057,-0.27696702,-0.03303849
227999,0.27590722,-0.273871,-0.033458512
228299,0.27178872,-0.26900324,-0.038811855
228599,0.25299433,-0.2501448,-0.03786439
228899,0.252704,-0.24844575,-0.046195425
229199,0.24256234,-0.2378153,-0.04775327
229499,0.23023762,-0.22587864,-0.044589162
229799,0.22584173,-0.21942317,-0.053459838
230099,0.21319617,-0.2069566,-0.05120135
230399,0.20751204,-0.20047982,-0.053563826
230699,0.1972486,-0.18893023,-0.056677874
230999,0.18206753,-0.17290005,-0.057045233
231299,0.17231102,-0.16218513,-0.058198527
231599,0.16390583,-0.15241669,-0.060284927
231899,0.14681888,-0.13587937,-0.055610962
232199,0.13734557,-0.122413345,-0.062279843
232499,0.14028955,-0.12158878,-0.069980875
232799,0.113490246,-0.092726976,-0.065435044
233099,0.112453096,-0.09086193,-0.06625562
233399,0.10348298,-0.07372269,-0.07262019
233699,0.092771634,-0.055874534,-0.07405817
233999,0.08694647,-0.03926992,-0.07757295
234299,0.078492776,-0.020655267,-0.07572632
234599,0.06968751,-0.004575764,-0.06953712
234899,0.07574402,0.009616072,-0.07513113
235199,0.08646185,0.027809698,-0.0818674
235499,0.093743764,0.04608662,-0.081632815
235799,0.104431845,0.05968119,-0.08569811
236099,0.11656937,0.080727145,-0.08409248
236399,0.12695237,0.09752198,-0.08127955
236699,0.13354538,0.106887475,-0.08005898
236999,0.13944374,0.12084502,-0.06957758
237299,0.16102219,0.14513263,-0.06974716
237599,0.17438804,0.16081902,-0.06744205
237899,0.19518791,0.18579929,-0.059807573
238199,0.20688179,0.1990048,-0.056543488
238499,0.21598877,0.20976593,-0.051472347
238799,0.20626533,0.20245779,-0.03944906
239099,0.2188162,0.21490121,-0.041206732
239399,0.2237936,0.22091609,-0.035772253
239699,0.23896001,0.23642367,-0.034723654
239999,0.23627162,0.23235977,-0.042816103
240299,0.2519505,0.25077036,-0.024357509
240599,0.26075417,0.25982922,-0.021943275
240899,0.2719384,0.27097508,-0.022869263
241199,0.2742311,0.27367386,-0.017473323
241499,0.29543126,0.29475302,-0.02000676
241799,0.2897505,0.28950745,-0.011865094
242099,0.2835025,0.2830195,-0.016541345
242399,0.30652967,0.30588055,-0.019938318
242699,0.31543761,0.31442812,-0.025215728
242999,0.30613703,0.305578,-0.018492147
243299,0.3190349,0.3182548,-0.022296853
243599,0.33964682,0.33949524,-0.010147381
243899,0.34145266,0.34136173,-0.0078797545
244199,0.3604471,0.36044046,-0.0021836471
244499,0.35607737,0.35588667,-0.011652237
244799,0.36216685,0.3621114,-0.0063385535
245099,0.36505637,0.3650062,0.0060511115
245399,0.37155893,0.37151608,-0.005645237
245699,0.37511554,0.37510777,-0.0024171474
245999,0.31837174,0.3183702,-0.0010018293
246299,0.3596685,0.3596515,-0.003496064
246599,0.3656711,0.36532918,-0.015810195
246899,0.34851852,0.34846103,-0.006328517
247199,0.36898455,0.36896515,-0.0037877623
247499,0.3775421,0.3775386,0.0016227621
247799,0.3642427,0.36424118,-0.0010522297
248099,0.38980708,0.38953468,-0.014570658
248399,0.3767914,0.37671393,-0.0076394007
248699,0.37475237,0.37465185,-0.008678207
248999,0.393253,0.3932354,-0.0037218453
249299,0.3543958,0.35432944,-0.006858204
249599,0.37126598,0.37089512,-0.016591012
249899,0.34766552,0.3473905,-0.013825103
250199,0.3556207,0.35532916,-0.014397942
250499,0.35525635,0.35475227,-0.018918246
250799,0.3435007,0.3430906,-0.01678079
251099,0.32979855,0.32957298,-0.012195447
251399,0.34031376,0.3396019,-0.022000488
251699,0.32104027,0.3205725,-0.017324084
251999,0.31999138,0.31986305,-0.009060958
252299,0.3043451,0.30387238,-0.016956698
252599,0.30727935,0.3071553,-0.008730682
252899,0.30034378,0.29983303,-0.01750822
253199,0.28383252,0.28351656,-0.013388816
253499,0.2887964,0.28787926,-0.02299751
253799,0.2692494,0.26843286,-0.020953462
254099,0.26220986,0.26177064,-0.015170878
254399,0.24983628,0.24971326,-0.007839537
254699,0.24307981,0.24305473,-0.003491128
254999,0.23501186,0.23485501,-0.008584534
255299,0.2145618,0.21451591,-0.0044370964
255599,0.21603517,0.21600771,-0.0034444493
255899,0.19180825,0.1917646,-0.0040923557
256199,0.19790904,0.19782229,-0.005859755
256499,0.17213914,0.17211133,0.003094225
256799,0.16023313,0.16016807,0.004565768
257099,0.15284763,0.15284587,-0.00073416537
257399,0.1425005,0.14247802,0.0025315215
257699,0.12863453,0.12850676,0.005731659
257999,0.10885436,0.10861851,0.007161725
258299,0.10160165,0.101235576,0.008617057
258599,0.07533272,0.074182086,0.0131163215
258899,0.052472834,0.0490893,0.018537488
259199,0.03823215,0.03323863,0.018891554
259499,0.02335447,0.007618554,0.022076884
259799,0.017770642,-0.0022022147,0.01763366
260099,0.03660099,-0.023206927,0.028303197
260399,0.06863577,-0.05504116,0.041004136
260699,0.082831904,-0.072670415,0.039750922
260999,0.10620561,-0.09458417,0.048305977
261299,0.12160601,-0.1115569,0.048405368
261599,0.13937002,-0.12996429,0.050331768
261899,0.16136485,-0.15184489,0.054605372
262199,0.18029343,-0.17045608,0.058740478
262499,0.19561121,-0.18383226,0.0668539
262799,0.20898066,-0.19643757,0.07131057
263099,0.21922874,-0.20578687,0.07558441
263399,0.22691207,-0.21464531,0.07359676
263699,0.23517904,-0.22425692,0.07083794
263999,0.2445572,-0.23409384,0.070769295
264299,0.25422907,-0.24334921,0.07357702
264599,0.25608933,-0.24591094,0.07148112
264899,0.27086848,-0.2610861,0.072137184
265199,0.27190956,-0.26231524,0.07159274
265499,0.2695587,-0.26105362,0.06717801
265799,0.2712285,-0.2641183,0.061696075
266099,0.2773848,-0.27086964,0.0597659
266399,0.27175045,-0.26637518,0.05378259
266699,0.27175733,-0.2675175,0.047816746
266999,0.26159316,-0.2571797,0.047849648
267299,0.26136374,-0.25765836,0.04385407
267599,0.25524038,-0.2525023,0.037285954
267899,0.22969277,-0.22864167,0.021948941
268199,0.20330137,-0.20119826,0.029166793
268499,0.263409,-0.26156768,0.031090805
268799,0.26754364,-0.2664832,0.023797264
269099,0.26289517,-0.2619591,0.022165408
269399,0.26733446,-0.26677373,0.017306028
269699,0.2539363,-0.2532805,0.018238079
269999,0.2577568,-0.25724947,0.016163765
270299,0.25511932,-0.25461468,0.016038753
270599,0.25044018,-0.2501626,0.011787989
270899,0.22966342,-0.22965267,0.0022217247
271199,0.19814807,-0.19789478,-0.010015781
271499,0.24225184,-0.24225114,-0.0005824001
271799,0.23614563,-0.23608832,-0.0052014673
272099,0.22833458,-0.2280518,-0.011360463
272399,0.22045635,-0.21985355,-0.0162915
272699,0.21365024,-0.21218231,-0.025001917
272999,0.20648448,-0.20513079,-0.023605172
273299,0.20404729,-0.2024356,-0.025595337
273599,0.18550315,-0.18402958,-0.023335254
273899,0.1688428,-0.16677839,-0.026322262
274199,0.15301247,-0.14997531,-0.030335162
274499,0.11302067,-0.10831803,-0.03226264
274799,0.11308874,-0.102169245,-0.04848204
275099,0.12568104,-0.12082901,-0.034584314
275399,0.10653012,-0.09863118,-0.040256158
275699,0.09780153,-0.087397,-0.043896504
275999,0.08515988,-0.06361914,-0.05661106
276299,0.07061328,-0.045755044,-0.05378393
276599,0.063546866,-0.022851871,-0.059295833
276899,0.06280303,-0.0011282054,-0.06279289
277199,0.0726411,0.02108131,-0.069514796
277499,0.07929011,0.033245936,-0.07198354
277799,0.095125996,0.05640761,-0.07659724
278099,0.10463434,0.07769635,-0.070082955
278399,0.13038288,0.095808774,-0.0884329
278699,0.15378496,0.1212381,-0.09461047
278999,0.16593133,0.14468545,-0.08123629
279299,0.18761979,0.16382796,-0.09144171
279599,0.21081008,0.19083469,-0.08957128
279899,0.22171547,0.20344138,-0.08814388
280199,0.24712886,0.22905582,-0.09276908
280499,0.2727721,0.25073686,-0.10740418
280799,0.27118245,0.25152227,-0.10137283
281099,0.3020754,0.28519848,-0.09955585
281399,0.3369559,0.3245893,-0.09044927
281699,0.32434982,0.31274435,-0.08598716
281999,0.32333076,0.31256104,-0.08275493
282299,0.34303012,0.33241192,-0.08468761
282599,0.34987333,0.33751482,-0.09216882
282899,0.37558854,0.3643978,-0.090999916
283199,0.36727318,0.35608268,-0.089970656
283499,0.38132113,0.37186542,-0.08439146
283799,0.35927004,0.35111153,-0.076129265
284099,0.4069385,0.39602178,-0.09362534
284399,0.4034382,0.39404452,-0.08655235
284699,0.3932245,0.38280168,-0.089935444
284999,0.39882964,0.38754615,-0.09419689
285299,0.3481992,0.34133628,-0.06879106
285599,0.36990944,0.36338553,-0.06916601
285899,0.3776767,0.36621422,-0.09234093
286199,0.40055406,0.39398855,-0.07222585
286499,0.44737613,0.4370028,-0.09578062
286799,0.41519344,0.40497583,-0.09154324
287099,0.36214918,0.356732,-0.062404282
287399,0.35389334,0.3470325,-0.06934645
287699,0.39558697,0.3867422,-0.083183646
287999,0.38096088,0.3739919,-0.07253435
288299,0.3802745,0.37300363,-0.07400651
288599,0.4254292,0.4207528,-0.06290529
288899,0.4291268,0.42138144,-0.08116341
289199,0.3334116,0.32779106,-0.06096157
289499,0.38558826,0.37927744,-0.069475956
289799,0.37739807,0.37017822,-0.07346695
290099,0.34742013,0.34225821,-0.059666023
290399,0.33686113,0.32947615,-0.07014901
290699,0.30707523,0.30179235,-0.056714755
290999,0.28809172,0.28409922,-0.047796275
291299,0.2786939,0.27541962,-0.042594943
291599,0.25375265,0.25046465,-0.040716734
291899,0.23850313,0.23392673,-0.04649765
292199,0.19837828,0.1948468,-0.037264794
292499,0.22580296,0.22438519,-0.025263777
292799,0.26995942,0.2677898,-0.034156896
293099,0.21293834,0.21096238,-0.028941559
293399,0.23569457,0.23319452,-0.034238115
293699,0.20485486,0.204288,-0.015229154
293999,0.18696107,0.18580668,-0.020744234
294299,0.17438704,0.1742714,-0.006349288
294599,0.19989166,0.19918613,-0.016779754
294899,0.18378423,0.18378393,0.0003335154
295199,0.15863048,0.15785943,-0.015621454
295499,0.12162788,0.12152726,-0.0049463604
295799,0.12937686,0.12906665,0.008953943
296099,0.112053305,0.111957386,0.0046354714
296399,0.11064115,0.11046864,0.0061760037
296699,0.101241566,0.10091759,0.008092803
296999,0.090350196,0.090178475,-0.005567723
297299,0.07021666,0.0700414,0.004957973
297599,0.038704827,0.030366959,0.023998152
297899,0.038583014,0.02592174,0.02857818
298199,0.028549796,0.00554012,0.028007107
298499,0.039289422,-0.017515166,0.035169274
298799,0.044904485,-0.021853449,0.03922804
299099,0.060134735,-0.04485921,0.04004794
299399,0.07659762,-0.06661354,0.03781312
299699,0.0905562,-0.07247007,0.054300226
299999,0.11287548,-0.09769533,0.05653756
300299,0.1394426,-0.12309957,0.065503694
300599,0.15311849,-0.1346118,0.07297218
300899,0.1824894,-0.16602893,0.075741455
301199,0.20723924,-0.18947262,0.08395377
301499,0.21596237,-0.19656476,0.08945409
301799,0.24292739,-0.22702226,0.08645582
302099,0.24954905,-0.2326608,0.09024228
302399,0.26714814,-0.24971801,0.09491591
302699,0.28371948,-0.26668856,0.09681913
302999,0.29962096,-0.28432035,0.094523326
303299,0.31196648,-0.29681933,0.09602804
303599,0.32546616,-0.3122695,0.09173862
303899,0.33738557,-0.32210323,0.10039183
304199,0.34128845,-0.32890266,0.09110892
304499,0.3465998,-0.33570158,0.086231366
304799,0.35541523,-0.34483233,0.08608503
305099,0.35558128,-0.34700343,0.07763149
305399,0.38765806,-0.37781307,0.0868106
305699,0.4056108,-0.39691997,0.08351433
305999,0.41247708,-0.40417865,0.08232226
306299,0.40975422,-0.4028851,0.07471332
306599,0.4039165,-0.39777973,0.07014149
306899,0.41607314,-0.40993637,0.07119717
307199,0.41948375,-0.41383094,0.06863356
307499,0.42246622,-0.41726688,0.06607634
307799,0.41455108,-0.41070428,0.056343418
308099,0.41417235,-0.40995303,0.058968257
308399,0.4090583,-0.40512377,0.056598876
308699,0.39742655,-0.39469996,0.04647366
308999,0.418085,-0.41499132,0.05076681
309299,0.392935,-0.39078024,0.041094296
309599,0.39321533,-0.3918128,0.03318136
309899,0.39527315,-0.3939711,0.032057226
310199,0.39355934,-0.39260933,0.027328938
310499,0.38181746,-0.3811852,0.021963691
310799,0.38449085,-0.3837868,0.02325714
311099,0.37740508,-0.37714398,0.014036388
311399,0.3857494,-0.38542265,0.015873142
311699,0.381497,-0.38104418,0.018581891
311999,0.36539397,-0.36515108,0.013320599
312299,0.33655205,-0.33654764,0.0017203904
312599,0.37866804,-0.37863344,-0.005118773
312899,0.36875114,-0.36870512,-0.00582341
313199,0.3529466,-0.3528463,-0.008414044
313499,0.3546063,-0.35447302,-0.0097214235
313799,0.35953525,-0.35928282,-0.013470523
314099,0.28695652,-0.28607163,-0.022517871
314399,0.3438785,-0.3431559,-0.02228169
314699,0.3378723,-0.33674648,-0.027559187
314999,0.32373685,-0.32152638,-0.03776684
315299,0.3242208,-0.32265225,-0.031853653
315599,0.29015547,-0.28775752,-0.037226558
315899,0.3079152,-0.3054815,-0.038637307
316199,0.2993057,-0.2967791,-0.038808174
316499,0.28924632,-0.28634405,-0.04087206
316799,0.28404158,-0.28085485,-0.042428553
317099,0.26935953,-0.26535046,-0.046299882
317399,0.25010753,-0.24517359,-0.049433663
317699,0.24787313,-0.2424305,-0.051657934
317999,0.2533451,-0.24573198,-0.061640307
318299,0.24653932,-0.2374288,-0.06640181
318599,0.24976486,-0.23865822,-0.07365286
318899,0.24072719,-0.22966889,-0.07212342
319199,0.22224878,-0.21140681,-0.0685688
319499,0.21576019,-0.20552403,-0.065668374
319799,0.19392034,-0.18232347,-0.06605492
320099,0.18772316,-0.17261131,-0.07379242
320399,0.17764074,-0.15983853,-0.077510476
320699,0.17316002,-0.15245494,-0.08210895
320999,0.16560026,-0.14218819,-0.08488796
321299,0.13555394,-0.11725066,-0.0680232
321599,0.12777533,-0.10403781,-0.07417997
321899,0.11756707,-0.08569601,-0.080487326
322199,0.11583091,-0.07628727,-0.08716107
322499,0.104294,-0.052121717,-0.09033585
322799,0.0993599,-0.034280032,-0.09325915
323099,0.10657892,-0.010766946,-0.10603367
323399,0.10695104,0.0017818736,-0.106936194
323699,0.11964343,0.029860651,-0.11585721
323999,0.13079403,0.058385525,-0.11703934
324299,0.13575555,0.06954554,-0.11658897
324599,0.14834516,0.08201954,-0.12360859
324899,0.15937307,0.104633674,-0.1202147
325199,0.17019874,0.12201953,-0.118654326
325499,0.18746018,0.15054637,-0.11170102
325799,0.20477396,0.17536946,-0.105725706
326099,0.20841967,0.18588999,-0.094253235
326399,0.21138561,0.191831,-0.08879611
326699,0.20123537,0.187536,-0.0729789
326999,0.20662612,0.19490966,-0.06858995
327299,0.21181208,0.20238113,-0.062499866
327599,0.23425445,0.2264636,-0.059911456
327899,0.2340199,0.22687872,-0.057370413
328199,0.22979964,0.22654901,-0.0385152
328499,0.24511008,0.24216908,-0.03785625
328799,0.24274541,0.2408101,-0.030591328
329099,0.2626547,0.2625442,-0.007617626
329399,0.26748982,0.26693314,-0.01724833
329699,0.26633975,0.26591396,-0.015053441
329999,0.27864605,0.27847356,-0.009803226
330299,0.27333823,0.27322814,-0.007757356
330599,0.29394025,0.2938009,-0.0090506775
330899,0.2961263,0.29586205,-0.0125071155
331199,0.3245823,0.323615,-0.025039699
331499,0.3346512,0.333966,-0.02140471
331799,0.31616607,0.31587198,-0.013633228
332099,0.3261188,0.32605484,-0.0064607123
332399,0.3360716,0.33605117,-0.0037068122
332699,0.34491226,0.34491095,-0.00094593485
332999,0.36468792,0.3646548,0.004912145
333299,0.35139826,0.3513655,-0.0047985525
333599,0.35671172,0.35658714,-0.009426949
333899,0.36844075,0.36843753,-0.0015378522
334199,0.32240507,0.32232454,-0.0072045475
334499,0.34666488,0.3466628,0.001204041
334799,0.3773061,0.377232,-0.007477793
335099,0.38250136,0.38249573,-0.0020796426
335399,0.38680688,0.3868041,-0.0014572601
335699,0.36102682,0.3610099,0.0034956723
335999,0.37308508,0.3730521,-0.0049602315
336299,0.3933366,0.39327896,-0.006733648
336599,0.39525542,0.3952363,-0.0038859488
336899,0.36697102,0.3669635,0.0023490002
337199,0.38363928,0.3836156,-0.00426326
337499,0.39914432,0.3989885,-0.011152365
337799,0.37480435,0.37478408,0.0038953577
338099,0.36454627,0.36454603,-0.00040356207
338399,0.39640686,0.39632046,-0.008275962
338699,0.37557894,0.37537256,-0.01244863
338999,0.36410797,0.36401725,-0.008126724
339299,0.33989826,0.33943114,-0.017813677
339599,0.35564953,0.3549372,-0.022498202
339899,0.37662512,0.376314,-0.0153052835
340199,0.33661526,0.33599824,-0.020371947
340499,0.34254184,0.34224835,-0.014177693
340799,0.33268395,0.33251086,-0.010729487
341099,0.32561028,0.32525367,-0.015234613
341399,0.31060612,0.31037468,-0.01198816
341699,0.29552993,0.29524365,-0.013005029
341999,0.2998752,0.2998216,-0.005671802
342299,0.2912657,0.2911541,-0.008061996
342599,0.28671286,0.28638947,-0.013613347
342899,0.2711765,0.27042818,-0.02013175
343199,0.2654763,0.26543146,-0.0048779347
343499,0.24976835,0.24972807,-0.0044855047
343799,0.26446077,0.26433036,-0.008304624
344099,0.2403116,0.24020518,0.0071502635
344399,0.2186473,0.21859273,-0.004884459
344699,0.1948844,0.19481426,0.005228171
344999,0.20222528,0.20220375,-0.0029508588
345299,0.19293894,0.19288233,-0.0046733273
345599,0.16907544,0.16907327,0.0008581116
345899,0.14900681,0.14825864,0.014913288
346199,0.13657218,0.13630188,0.008588338
346499,0.123494565,0.122809075,0.012993761
346799,0.10639405,0.106066786,0.008338523
347099,0.09090522,0.08963961,0.015116119
347399,0.07292307,0.07007939,0.020165633
347699,0.060903165,0.055725932,0.02457268
347999,0.04939342,0.04693745,0.0153813325
348299,0.043248177,0.030630218,0.030531857
348599,0.02827672,0.011667312,0.025757458
348899,0.026868345,0.007905503,0.025679
349199,0.04219643,-0.024548303,0.03432083
349499,0.05768357,-0.043087166,0.03835218
349799,0.069932304,-0.055516064,0.042526387
350099,0.0779174,-0.059122033,0.050751418
350399,0.11095572,-0.09663324,0.05452696
350699,0.11721848,-0.107992105,0.04558375
350999,0.13215682,-0.11948318,0.056472942
351299,0.14410952,-0.13297577,0.055542774
351599,0.1588054,-0.14715569,0.059702218
351899,0.1774431,-0.1688022,0.054698013
352199,0.18981487,-0.1796143,0.06138717
352499,0.19749305,-0.18858734,0.058637235
352799,0.21742319,-0.20722198,0.06581713
353099,0.22626536,-0.21731673,0.063003525
353399,0.23366262,-0.22340608,0.068468526
353699,0.23939182,-0.22996795,0.06650701
353999,0.2426063,-0.23217951,0.07035972
354299,0.22494332,-0.21731628,0.058078703
354599,0.20805615,-0.19693483,0.06711212
354899,0.26882046,-0.26267266,0.057162173
355199,0.27516043,-0.26962346,0.054922268
355499,0.27824077,-0.2734036,0.05165659
355799,0.281877,-0.27844334,0.043862958
356099,0.28405836,-0.28009516,0.047284774
356399,0.2820451,-0.2788167,0.042552225
356699,0.2852251,-0.28298864,0.035648156
356999,0.27421504,-0.2725136,0.0304997
357299,0.25568098,-0.25445625,0.024995489
357599,0.22638002,-0.22575468,0.016814735
357899,0.19154371,-0.1911366,0.012481609
358199,0.28024733,-0.27974445,0.016781261
358499,0.28321216,-0.2829253,0.0127436025
358799,0.28416863,-0.28400964,0.00950424
359099,0.27173623,-0.27170655,0.004017088
359399,0.2656281,-0.26560435,0.0035508343
359699,0.25844643,-0.25844598,-0.0004731053
359999,0.23713468,-0.23695806,-0.009150573
360299,0.21488537,-0.21449502,-0.012946313
360599,0.15743692,-0.15489517,-0.028175723
360899,0.2466473,-0.24582951,-0.02006854
361199,0.24279986,-0.24164201,-0.023683747
361499,0.23665303,-0.23513658,-0.026747806
361799,0.22462279,-0.22282952,-0.028326593
362099,0.21864656,-0.21660553,-0.02980546
362399,0.20227031,-0.19840755,-0.0393411
362699,0.18676233,-0.1812243,-0.0451433
362999,0.15848722,-0.1516038,-0.04620048
363299,0.12606049,-0.11527072,-0.051028494
363599,0.099792376,-0.08865097,-0.045820568
363899,0.15153708,-0.1401545,-0.05762123
364199,0.13482669,-0.12363609,-0.053780593
364499,0.119445466,-0.10377861,-0.059137292
364799,0.10533235,-0.08638492,-0.06027064
365099,0.09547923,-0.069712065,-0.06524195
365399,0.08996088,-0.050179947,-0.07466547
365699,0.07958737,-0.032304857,-0.07273614
365999,0.08607677,-0.016607162,-0.08445953
366299,0.08334534,-0.0022254009,-0.08331562
366599,0.0900112,0.021688558,-0.08735916
366899,0.09758482,0.042125072,-0.08802429
367199,0.12221371,0.059053972,-0.106999144
367499,0.12557584,0.081135474,-0.095845334
367799,0.15261659,0.11405718,-0.101404056
368099,0.17461118,0.14288935,-0.100357875
368399,0.1779624,0.14517406,-0.10293253
368699,0.20959434,0.18175218,-0.10438358
368999,0.21263415,0.18963782,-0.09618093
369299,0.23176296,0.21293674,-0.09149872
369599,0.27252206,0.24995261,-0.10859083
369899,0.2550168,0.23251571,-0.10473787
370199,0.2555997,0.23709022,-0.09549574
370499,0.29921645,0.2799235,-0.1057039
370799,0.31346294,0.29416683,-0.108281575
371099,0.33564347,0.31913823,-0.10395828
371399,0.41375828,0.3999017,-0.10618174
371699,0.3867827,0.3721127,-0.10551308
371999,0.405937,0.39176506,-0.106324986
372299,0.42985702,0.41369152,-0.11677495
372599,0.41407907,0.4002294,-0.106197506
372899,0.41913536,0.4082722,-0.0948064
373199,0.41635662,0.40468183,-0.09790514
373499,0.42696327,0.41491112,-0.100729406
373799,0.47077215,0.46017477,-0.099325694
374099,0.46496513,0.45621294,-0.0897904
374399,0.44097155,0.43249595,-0.086041614
374699,0.4364265,0.4263754,-0.09312419
374999,0.42295784,0.41377166,-0.08767187
375299,0.37706795,0.36920947,-0.076580785
375599,0.391523,0.3844995,-0.07382672
375899,0.4759989,0.46697634,-0.09223917
376199,0.47249207,0.46254802,-0.096426494
376499,0.44205797,0.4333999,-0.08706206
376799,0.42738628,0.42072645,-0.075155
377099,0.44532612,0.4367995,-0.08672684
377399,0.40341717,0.3973452,-0.06972945
377699,0.4378902,0.43131045,-0.07562494
