time,eps,shear,uu_turb,vv_turb,ww_turb,uw_turb,vw_turb,uv_turb,uu_wave,vv_wave,ww_wave,uw_wave,vw_wave,uv_wave,smoothed_shear
,,,,,,,,,,,,,,,
2020-07-16 20:15:01.062,2.3864145615411965e-05,23.864145615411967,0.0005815320752226995,0.0004911668610941014,0.00021710974361023111,-7.437401473930081e-05,3.052622638907739e-05,1.3992139541546672e-05,0.0011600824180328833,0.0001510304273051848,7.48727814143188e-05,-9.086268955040076e-05,3.511377101415777e-05,-0.0002695689761596802,
2020-07-16 20:20:01.125,1.9203263906042343e-05,19.203263906042345,0.0008896031067635468,0.000635865255624909,0.00023418415247291718,-0.0001712921990892578,1.4669953054627479e-05,6.112993981642384e-05,0.0016662938945965764,0.00015443812459129335,8.63740387626611e-05,-6.629001533204746e-05,-1.203275016273971e-05,-0.00030016340151046403,24.50095314765106
2020-07-16 20:25:01.187,3.043544992149887e-05,30.435449921498872,0.0006924694246396448,0.0005786662835230004,0.000295376576289908,-0.00018384732294155412,1.8631948824029967e-05,8.664204281586539e-06,0.001527751317130278,0.00010815357642355999,0.00010024600525671611,1.3242684622683644e-05,-2.6306871754684036e-05,-7.500850127243293e-05,29.022125026060134
2020-07-16 20:30:01.249,3.742766125063919e-05,37.42766125063919,0.0005336135729618486,0.0005232221745379071,0.00019070518752239946,-0.00010009239978484373,1.2923088726821437e-05,3.7083676586535845e-05,0.0018981791199570916,0.00015032951687335037,8.766703851226807e-05,5.241902034810871e-06,-3.2276473122695783e-06,-0.00024307734091920169,25.815193592207354
2020-07-16 20:35:01.312,9.582469604483998e-06,9.582469604483999,0.0006380106957170102,0.0004274744544903704,0.00016795270399959264,-0.00011889635192654054,8.80872588688255e-06,5.308711921323861e-05,0.0013400321292525125,0.00017947822289715462,8.357820590026364e-05,-1.928877658888267e-05,-1.0531450174769188e-05,-0.00027583161827332456,23.348999332536028
2020-07-16 20:40:01.374,2.3036867142484893e-05,23.036867142484894,0.0009464088600553457,0.00038140103798754206,0.00017578956657954623,-0.00018181580669899463,1.5077737736754693e-05,2.4782225130229767e-06,0.001507394259250185,0.00016181360482402527,7.587615508476745e-05,4.8682600829426065e-06,-1.370757779278162e-05,-0.00033298775093173203,16.618369923536736
2020-07-16 20:45:01.437,1.7235773023641318e-05,17.23577302364132,0.0007105846441489425,0.0005039854806850414,0.00020835345502987404,-0.0001555897158204125,-4.5532860655143796e-05,0.00010644410282344563,0.0015924551032430196,0.0002298374642870248,7.006334680061665e-05,4.266087045314004e-05,-1.74185950950456e-05,-0.0002821520686622028,17.24803929914297
2020-07-16 20:50:01.499,1.1471477731302694e-05,11.471477731302695,0.00048101634776589954,0.00042473197334356945,0.0001385553992931363,-5.894781183355981e-05,5.302327861047116e-06,1.306871247346861e-05,0.0010547820245327395,0.00012964158760424394,4.548609790585781e-05,3.09370540323407e-05,-4.5176635923551804e-06,-0.00019369311937325167,12.514258486891636
2020-07-16 20:55:01.562,8.835524705730895e-06,8.835524705730895,0.0005492151264190441,0.0002835516453898358,0.00013739166505088695,-7.767510299705666e-05,3.429620596166153e-06,6.48557144610635e-05,0.0013924519954883027,0.00025013955042431845,7.059600600815593e-05,2.9047307656773292e-05,-3.1525898061480427e-05,-0.000441227478442726,9.268810509248175
2020-07-16 21:00:01.624,7.499429090710932e-06,7.499429090710932,0.0003909756950149631,0.0002956357771617419,0.00010803610721412608,-4.676030287733708e-05,8.715531488968786e-06,6.92800809105069e-05,0.0011077382140827483,0.00017542124194308955,5.715112536793878e-05,2.9681779026033097e-05,-2.4063424963699162e-05,-0.0002553087765044768,7.303496661222027
2020-07-16 21:05:01.687,5.575536187224255e-06,5.575536187224255,0.0003291316173344462,0.00030707281136295206,0.00010827201309573006,-3.273924716482018e-05,2.0689150339361048e-05,2.0553523749613108e-05,0.0012137113262882823,0.00016585037366693474,5.350081479739321e-05,4.275177468224168e-05,-3.112682018079941e-05,-0.00031923207785590274,6.327254915136695
2020-07-16 21:10:01.749,5.906799467474897e-06,5.906799467474897,0.0005778845667256234,0.00029149236211496645,0.00010543440223028405,-6.654553804859974e-05,2.5116293492006083e-05,-2.524826156440631e-06,0.0014494229173846057,0.0003611827049929775,6.43180496579135e-05,7.156978118220817e-05,-4.384356347091242e-05,-0.0006180629225830977,5.3536972752113074
2020-07-16 21:15:01.812,4.578756170934771e-06,4.5787561709347715,0.00024005181626859262,0.00022934255843186846,8.297202665204463e-05,-2.5416221065004446e-05,8.0377180721272e-06,1.8411382241058562e-05,0.0011418331404255053,0.00029381970236289887,4.776719418163373e-05,1.2404990656746221e-05,-1.612139019250632e-05,-0.0004934085073965925,4.4658152814306
2020-07-16 21:20:01.875,2.9118902058821306e-06,2.9118902058821305,0.00037464590095870093,0.00023334922812011933,9.41661232499364e-05,-6.562753608755647e-05,8.453732279612446e-08,2.7291011382623465e-05,0.0013080802782922038,0.0002449118237550001,5.485658890911178e-05,6.509568823633954e-05,-3.1610460725584376e-05,-0.00045842945243824035,4.247144114587964
2020-07-16 21:25:01.937,5.250785966946989e-06,5.250785966946989,0.00034321980818232246,0.0002592099634677013,6.812961300251952e-05,-1.9771545032405094e-05,-1.1795028104316874e-05,-4.380284034988713e-05,0.0013359223625546968,0.0003037510526289657,6.990390832995483e-05,6.0130137400680665e-05,-3.5998018690938727e-05,-0.0005133967908045638,3.9360453917282023
2020-07-16 21:30:02.000,3.6454600023554875e-06,3.6454600023554877,0.0003222876129575909,0.00019395346509446562,7.342226715413219e-05,-5.8463791369635525e-05,-9.175797072350615e-06,3.4199709205898966e-05,0.0011913239143150837,0.00016938785169637354,5.021737718568124e-05,5.3774808121545603e-05,-2.1851772937778883e-05,-0.00035547779103497026,4.305292637401938
2020-07-16 21:35:02.062,4.019631942903338e-06,4.019631942903338,0.00030244421994301825,0.00026567043807740174,7.153660780892323e-05,-4.5944081275947086e-05,1.285905936518739e-05,-4.814048378335762e-05,0.0011820823898435228,0.00022142796745476474,5.583216716925328e-05,3.3728354943425616e-05,-2.8596893575893213e-05,-0.000356435321367923,2.8725030283181514
2020-07-16 21:40:02.125,9.524171396956289e-07,0.9524171396956289,0.00018199129184139377,0.0001706414434261348,4.985040988072071e-05,-8.440853661432527e-06,3.0312962159488535e-06,1.6752343944923576e-05,0.0013263115043692715,0.00024206484374955764,6.468567017787974e-05,8.641083714887309e-05,-4.318656368140087e-05,-0.0004742582490760097,2.3889364116550618
2020-07-16 21:45:02.187,2.19476015236622e-06,2.1947601523662197,0.000183068591947967,0.00016750403225495515,5.314902217724576e-05,-3.175963174987583e-05,7.015966308505408e-06,-1.491037891841857e-05,0.001076290303098451,0.00019063100566898367,5.185080964305339e-05,6.281083169417623e-05,-1.6603497619853364e-05,-0.0003774606912368604,1.7367682688586765
2020-07-16 21:50:02.250,2.063127514514182e-06,2.063127514514182,0.0002239934629645989,0.00015891759673123028,4.367528563262046e-05,-1.3242864450108178e-05,-7.357223017394236e-06,2.6253995548558787e-05,0.0012188714754888725,0.00023345325856925626,5.162389308917864e-05,5.7291855221602254e-05,-2.1027921931764753e-05,-0.000411184659241152,2.5021755318318992
2020-07-16 21:55:02.312,3.248638928615297e-06,3.2486389286152972,0.00021637931155978808,0.0002067369176742605,5.026574296286984e-05,-2.5120621618113547e-05,-1.0243102981538722e-05,-3.2677970358363254e-06,0.0016631934030378436,0.00029029978029102406,5.690629576722057e-05,8.823349692651581e-05,-4.266009954542615e-05,-0.0005296060962052601,2.191489937741319
2020-07-16 22:00:02.374,1.2627033700944784e-06,1.2627033700944785,0.00017047968229882857,0.0001752539585247917,4.384176784331396e-05,-3.2633877150738976e-05,-3.5629538261433044e-06,4.5664358027807144e-05,0.0018356472861528034,0.0004591635310303024,7.222450536043269e-05,9.009893522183782e-05,-3.6315829937641845e-05,-0.0007749805529552024,2.6355135789190003
2020-07-16 22:05:02.437,3.395198438047226e-06,3.395198438047226,0.0001601355559058049,0.00019892148574621865,4.4980271677989356e-05,-6.14583866939441e-06,3.4904614494770355e-06,-8.33397239203388e-06,0.0015547616665663646,0.0002204116566441433,5.3763960135140223e-05,5.4223163385134055e-05,-2.9149702669888758e-05,-0.00046125349751772175,1.992693080251107
2020-07-16 22:10:02.499,1.3201774326116172e-06,1.3201774326116174,0.0001730934678159015,0.00010971119227606071,3.3400840609263735e-05,-2.7185250401061785e-05,8.8034883348726e-06,3.8585629886130095e-05,0.001994966186002862,0.0007924249840629233,9.687046723173614e-05,0.00016772161480618276,-8.75542374288007e-05,-0.001135144995326462,1.938122886331346
2020-07-16 22:15:02.562,1.0989927883351962e-06,1.0989927883351962,0.00017125878291900955,0.00011865519238293732,2.725529034718278e-05,4.610601428865589e-06,1.850509584562382e-06,5.7188684722727155e-05,0.0017736142437254397,0.0008217650054319641,8.635318365390464e-05,0.0001875157294900897,-0.00011918651278075688,-0.0010974263386871353,1.2125729869564845
2020-07-16 22:20:02.624,1.2185487399226407e-06,1.218548739922641,0.00012175589743678636,0.0001732263210274599,3.0749514101887675e-05,-1.4077397681206886e-06,-1.4573157510883176e-05,4.45136040693944e-05,0.0015556680296366914,0.0010513975451505635,8.558480559134236e-05,0.00013599286100531488,-0.00011409168820442332,-0.0011432195569241136,0.9842248321904797
