time,d50,d84
2500.0,58.890819537183724,79.42530944078428
5000.0,58.89081953717975,79.42530944078004
7500.0,58.89081953717975,79.42530944078004
10000.0,58.89081953717975,79.42530944078004
12500.0,58.89081953717975,79.42530944078004
15000.0,58.89081953717975,79.42530944078004
17500.0,58.89081953717975,79.42530944078004
20000.0,58.89081953717975,79.42530944078004
22500.0,62.767647512415515,84.29154680574463
25000.0,62.885412167686134,84.49530561847979
27500.0,62.885412982664036,84.49530414223844
30000.0,62.88541298263457,84.49530414222707
32500.0,62.88541298263457,84.49530414222707
35000.0,62.88541298263457,84.49530414222707
37500.0,62.88541298263457,84.49530414222707
40000.0,62.88541298263457,84.49530414222707
42500.0,62.88541298263457,84.49530414222707
45000.0,68.74275082858027,94.37127576903295
47500.0,69.09721599730989,92.6254749442084
50000.0,69.27247363076998,92.75055867668105
52500.0,69.270928799503,92.75984600067305
55000.0,69.27009536832053,92.75928746764144
57500.0,69.27010033477355,92.7592420887456
60000.0,69.27010428229563,92.75924459861248
62500.0,69.2701042698495,92.75924481978348
65000.0,67.57710960277583,89.62600154443159
67500.0,62.88542573558525,84.49524617063899
70000.0,62.88541298174953,84.49530414203635
72500.0,62.88541298263491,84.49530414222735
75000.0,62.88541298263491,84.49530414222735
77500.0,62.88541298263491,84.49530414222735
80000.0,62.88541298263491,84.49530414222735
82500.0,62.88541298263491,84.49530414222735
85000.0,62.88541298263491,84.49530414222735
87500.0,58.89082021856631,79.42532149581707
90000.0,58.89081953717975,79.42530944078007
92500.0,58.89081953717975,79.42530944078007
95000.0,58.89081953717975,79.42530944078007
97500.0,58.89081953717975,79.42530944078007
100000.0,58.89081953717975,79.42530944078007
102500.0,58.89081953717975,79.42530944078007
105000.0,58.89081953717975,79.42530944078007
107500.0,58.89081953717975,79.42530944078007
110000.0,62.88602748673876,84.49669375176967
112500.0,62.88541299116671,84.49530413481247
115000.0,62.88541298263452,84.49530414222704
117500.0,62.88541298263457,84.49530414222708
120000.0,62.88541298263457,84.49530414222708
122500.0,62.88541298263457,84.49530414222708
125000.0,62.88541298263457,84.49530414222708
127500.0,62.88541298263457,84.49530414222708
130000.0,62.88541298263457,84.49530414222708
132500.0,62.88541298263457,84.49530414222708
135000.0,62.88541298263457,84.49530414222708
137500.0,62.88541298263457,84.49530414222708
140000.0,62.88541298263457,84.49530414222708
142500.0,62.88541298263457,84.49530414222708
145000.0,62.88541298263457,84.49530414222708
147500.0,62.88541298263457,84.49530414222708
150000.0,62.88541298263457,84.49530414222708
152500.0,62.88541298263457,84.49530414222708
155000.0,62.88541298263457,84.49530414222708
157500.0,62.88541298263457,84.49530414222708
