seconds,1.21,1.6,1.89,2.23,2.63,3.11,3.67,4.33,5.11,6.03,7.11,8.39,9.9,11.7,13.8,16.3,19.2,22.7,26.7,31.6,37.2,43.9,51.9,61.2,72.2,85.2,101.0,119.0,140.0,165.0,195.0,230.0,273.0,324.0,386.0,459.0
299,8.341419887888888e-09,8.663961652888888e-09,8.314043925493055e-09,1.3935642773063263e-06,2.9907080663530553e-05,0.0001727966703622222,5.5030923944375e-05,4.8454329132708345e-05,0.00021965441771659724,0.0010129949536665972,0.0005389611158110417,0.0004176723693530555,0.0004591797940327084,0.0005887016070322222,0.0007706500997733336,0.0010551101248160418,0.0014029141953455558,0.0021167359610863882,0.002619728557966042,0.0032831666297249307,0.004639371656723264,0.007921984090548888,0.01916331335686604,0.04843856297249306,0.07992469579155556,0.12106779603747492,0.17963313431864555,0.2588563095366066,0.33512087159318327,0.3995569510740482,0.5117017100033895,0.6657572633220901,0.6012875319978332,0.3008571877840078,0.11804176562610515,0.030188409494011758
598,8.341419887888888e-09,8.663961652888888e-09,8.314043925493055e-09,1.6095925697553057e-06,3.230838201096598e-05,0.0003544623385055556,0.00013502754851222226,9.61456747122222e-05,0.0003113639584965972,0.0011736422621555559,0.0008678734173288889,0.0007572791043066667,0.0007839871418622223,0.000920630345662222,0.0011709073213899306,0.002095226513214167,0.004483840054711041,0.011716038284607714,0.021519085967464924,0.029645770998269722,0.04000850637029751,0.042638862145810016,0.04511330109791937,0.058677613503305553,0.08437135122513223,0.1393121907099744,0.23853163018946658,0.5478642643606383,2.5070544976902998,14.723187669534763,44.94093943835365,48.92936125401027,22.856864570141397,9.630117588908966,3.628027832652587,0.36858405019642054
899,8.341419887888888e-09,8.663961652888888e-09,8.314043925493055e-09,1.4859347943577707e-06,2.6462873121099995e-05,0.0002507228778382639,7.561117919555555e-05,4.7105685663263916e-05,0.00019156063203826384,0.0008390895079330555,0.0005277392505775,0.0005060231793510417,0.0005680201080665973,0.000672065241938264,0.0007918533294475003,0.0010197176913899306,0.0013059460935475004,0.0020489773953827075,0.0023876287712132635,0.0029650090657330555,0.004235338171791597,0.006953686518144168,0.016247055210088266,0.041301456945123265,0.07211827837322221,0.11123949046887326,0.14979173253064992,0.19303405009512992,0.26072607745607335,0.3494764021153555,0.4187186146605108,0.3971153599277058,0.26538432158469605,0.11604889248130995,0.029407326255600687,0.004093613674439507
1198,8.341419887888888e-09,8.663961652888888e-09,8.314043925493055e-09,1.657782485949889e-06,2.8636740698997222e-05,0.0002253123036160417,7.381356195493057e-05,4.694359880104164e-05,0.0002406418096830555,0.001139655239094375,0.0007221558821155553,0.0006156769543030553,0.0006713832316888889,0.000870557134996597,0.0012211012392941663,0.0018965870746565975,0.0024404445417555553,0.003463858016732708,0.003796499279541597,0.0046488896280882635,0.006687255446944375,0.011639356349004929,0.02724982090866417,0.06160726584566666,0.09484593021222223,0.14344757916980305,0.20154846164569828,0.25164868310532496,0.303069094933003,0.36052633757861563,0.38543083406196205,0.4161206266167206,0.7911504345229533,3.2619903721289294,6.956403261019481,3.1147707352844134
1499,8.341419887888888e-09,8.663961652888888e-09,8.314043925493055e-09,1.693392654103639e-06,3.3241079799165975e-05,0.00021971030091770834,6.0873596682222245e-05,3.369765704972225e-05,0.00020239188159972221,0.0010166253782565972,0.0004659737220177083,0.0003860871806930554,0.00047768016555270844,0.0006208484844122223,0.0008014313562082636,0.001100473810082222,0.0014363295204330555,0.0022074148214249315,0.002771320707183263,0.003678232753877708,0.005480200823948263,0.009846361294764168,0.024614203150889927,0.06210295536665971,0.09970656776221662,0.14107714074666558,0.18213903991211328,0.2526649634238889,0.3958923678613664,0.5448387517922048,0.5632186410181663,0.4909368626014166,0.39090461072085614,0.20852420564460192,0.05992241657741517,0.009257426541052055
1798,8.341419887888888e-09,8.663961652888888e-09,8.314043925493055e-09,1.8050921425016669e-06,3.4203420394943755e-05,0.00028348134346083327,6.552386212159718e-05,5.3137373786388875e-05,0.00022196472613888896,0.0009935126043632639,0.0005748724879433333,0.00048445076506659714,0.0005802169251108334,0.0007596234380330556,0.0009890883739049308,0.0013988616366697223,0.001837220539459722,0.0027702446654482636,0.003414732353937501,0.0045521523648822245,0.006912762925166388,0.011718844207261042,0.02591382456233333,0.056024295828326395,0.08576926133497223,0.14448611553943752,0.2563481655349316,0.39583204900751656,0.4820765323110997,0.5311379433714308,0.6911091898415306,0.995323330300947,1.0668168614293068,0.5991370008860315,0.1574339624751478,0.018565464927972574
2099,8.341419887888888e-09,8.663961652888888e-09,1.5422176323215974e-07,1.8917677730672986e-05,0.003156404791727499,0.028068004693563266,0.0025173388204322218,0.0006549958951065971,0.003357913449624375,0.013553219745894374,0.01130051788748286,0.010434738319093768,0.015281673005264066,0.034640110504969755,0.06192955301612127,0.09081090490769528,0.10034700405467037,0.1337406321278534,0.15229981421640904,0.22218189518038914,0.4710729453538215,2.145389010400017,46.76933978917997,449.2489165403809,245.7701769701679,29.00354487156375,8.038586741823751,10.19410473314478,69.70302348325971,2974.032285122473,52435.09708122529,6100.29487640108,51.18417881473373,3.743094543692819,3.198158237630041,0.9118484467336664
2398,2.3464996319975002e-05,0.00014875426049750003,0.0005002531055976075,0.0016195696199283168,0.011641441969390027,0.0365534767304194,0.0018977406632900006,0.0006489566077774998,0.001985843723524375,0.007790783860865554,0.015232379839912531,0.05524076075701733,0.14375528510139052,0.25244935872358193,0.2562606431500027,0.24119306514576558,0.2433135388121633,0.391353566928973,0.8699604142414654,2.1318744539506422,5.082753038369854,14.064946499683636,75.15329115043998,359.0826946558717,153.2259156867464,36.131331567890896,23.873758801744547,38.36752952051608,189.03548544612678,2905.3384514303907,40144.86290651539,7509.576060858876,793.5828510738824,210.06662564382617,640.1787045701793,530.2531405356946
2699,8.341419887888888e-09,8.663961652888888e-09,1.973785741530557e-08,1.2600717860221656e-05,0.0017419756065871939,0.008948024369439934,0.0011524991371988887,0.00018338261559749998,0.0004900217989622221,0.002308168704384376,0.0019982175151363885,0.00350486120177493,0.0045737275536430816,0.007924067141060677,0.013469378632026248,0.020922528401625364,0.023501577816186153,0.026022303261072802,0.021610256456241952,0.041671106891949375,0.1702645760809956,1.3473081849580268,21.21405026812067,110.25681746326224,54.5198540248701,5.644433000743752,0.6367026401849724,0.7438272358466265,14.12978988473683,1172.0895197775426,14312.396546566793,721.6637259749265,6.484084792051039,1.1214256522340718,0.751270336350885,0.13704839710920863
