,rmse,skill
299,0.44799033494299156,-1.0895594667883195
598,0.5546732652894988,-1.5783855805413123
899,0.4639325888349656,-1.2012258405078073
1198,0.49899824872798465,-1.360258214661723
1499,0.5011183134538957,-1.125398229487618
1798,0.519723300896584,-1.1505496099461676
2099,4.558518793041621,-0.1460281298155175
2398,2.9577254529369092,-0.24684456296884005
2699,1.7495957739649943,-0.2336783936297011
2999,0.5330385306228107,-0.9895893454996272
3298,1.0494636604454588,-0.7496834333786511
3599,1.8075778359011778,-0.501456559038119
3898,0.5709299141470778,-1.1202945656013896
4199,3.3966501409298635,-0.40438406883566747
4498,0.655005158471909,-1.3584919352891656
4799,0.5568860854464676,-0.9299428364405642
5098,0.5016097225802223,-0.822651347866771
5399,0.5110941120563854,-0.9004124303859649
5699,0.5081884309929757,-0.7939219805210791
5998,0.8362542082513369,-1.2801242163333142
6299,0.6693131588494753,-0.845247681199607
6598,0.5257208225068354,-0.7458487703505827
6899,0.5724141133820423,-0.6926816885249971
7198,0.504340269628541,-0.5901660374883517
7499,0.5884753156244583,-0.6499718200587976
7798,0.5930109222356402,-0.6224785161461555
8099,0.6567585469310879,-0.6367363125892553
8399,0.5661851745720261,-0.6230583963298504
8698,0.5530951782525855,-0.5365068876367445
8999,0.5176354749362851,-0.47083698115205563
9298,0.5179925845151341,-0.6969352875119685
9599,0.6866561250590859,-1.2482719812573375
9898,0.8345950234383392,-1.6217933450984034
10199,0.8396562576614266,-1.793498785760709
10498,0.8576079173532647,-1.742255138385262
10799,0.8855373309049042,-1.811945376913211
11099,0.9751827418252197,-1.8705189929384547
11398,0.9784353731880925,-1.848894335815689
11699,1.082912086836531,-1.8535835125640343
11998,1.0887355175105757,-1.849454197723594
12299,1.2095523866696218,-1.795633723983939
12598,1.2521606243974563,-1.6984856504962509
12899,1.4084090603950772,-1.6630133251956236
13198,1.3485383454896747,-1.6438281870307323
13499,2.196716478565228,-1.4070517442999573
13799,1.72373833084601,-1.4803056476193417
14098,1.525572474090871,-1.55659428249293
14399,1.7987633792679836,-1.4866905289167964
14698,1.8132892723959289,-1.4928563770374774
14999,2.0716964951271986,-1.3972618922216364
15298,2.5063663990488982,-1.2679819629572524
15599,2.445945995576573,-1.366789904757388
15898,2.5181313898554234,-1.3655553136914795
16199,2.2719336153281366,-1.3618404989812993
16499,2.5128330709639344,-1.2854606632760155
16798,2.4695192765467993,-1.2210007308728508
17099,2.5049909204788436,-1.3873840232621517
17398,2.4016375101809615,-1.2657329096544974
17699,2.2787649851286997,-1.2495657646638016
17998,2.2716287319382085,-1.2774147614692977
18299,1.935432850802084,-1.341326241126556
18598,1.8873263558630708,-1.3677792185678288
18899,1.9763044988108942,-1.3596922276123418
19199,1.7246242473993059,-1.3716424123968207
19498,1.5758330327442132,-1.383242840205932
19799,1.5242936802959064,-1.5275440847019985
20098,1.435840920051454,-1.526478792353184
20399,1.939408954205767,-0.9773755521737979
20698,1.2551740480005282,-1.5384150430917214
20999,1.3685066565645636,-1.6549203996386268
21298,1.2039555850861765,-1.6057052006791754
21599,1.1749237691208987,-1.5849978563476381
21899,1.2015919904241397,-1.55740901456244
22198,1.1853086527597876,-1.6126794550037475
22499,1.1659521433755284,-1.5868822806448506
22798,1.06013573504451,-1.671098868892758
23099,1.144302839905621,-1.5916881221502228
23398,1.079075017926454,-1.7145086500883822
23699,1.2109140450468245,-1.6168514330419468
23998,1.052120555116269,-1.6472073942073346
24299,1.2803904430129045,-1.4775412654275026
24599,0.9830589731286451,-1.8802118092538804
24898,1.006935853433399,-1.7195630883114452
25199,0.9541320603292321,-1.777750323860734
25498,0.9856691209658062,-1.7965204189732278
25799,0.9861140369009911,-1.9002148691277836
26098,0.899930231042997,-1.9458589302004836
26399,0.9777474002304969,-1.8779031574208522
26698,0.9411753119943859,-1.807345849731901
26999,0.9094502244912691,-1.873169287447118
27299,0.9181835186602506,-2.061313413299702
27598,0.9696746648107134,-1.63168243182951
27899,0.9280160632505283,-1.757258169870708
28198,0.8906281227690468,-1.81341023292648
28499,0.8971268513940467,-1.842911476106576
28798,0.8439911008879043,-2.142096186700591
29099,1.0133482206972877,-1.7362845760139067
29398,0.9322214486255285,-1.8698593522425182
29699,0.943541585667195,-1.7068697843808298
29999,0.9738523413176579,-1.53098231525999
30298,0.9079835892644174,-1.6752156150577129
30599,0.9653441171046951,-1.5779491653863102
30898,0.9628221747482137,-1.4660517274572569
31199,0.8406343396169346,-1.9159037409903816
31498,0.9130905739750654,-1.663652565268694
31799,0.837359248502843,-1.8753790655550127
32098,0.8156771852280456,-1.7485879418321941
32399,0.780868284766732,-2.206992481637517
32699,0.8268352702158059,-1.806996932892377
32998,0.8587777002859158,-1.6681023257289938
33299,0.8581876723824728,-1.6852704856183296
33598,1.334615581219656,-0.7875193198413357
33899,0.8251949833923974,-1.7272682229814036
34198,0.8944457852783061,-1.6090688761493763
34499,1.8923861087889833,-0.9541772866496065
34798,0.9101284690289714,-1.806284717812066
