,rmse,skill
299,0.3989524254346599,-0.7101019949647547
598,0.41329350776586554,-0.8490713590605516
899,0.333635541753451,-0.35572378264001236
1198,0.33639896337184766,-0.30545213978894714
1499,0.2815038402708362,0.11802401806494622
1798,0.37428029288448816,-0.3176517677972519
2099,4.39244262255849,-0.13278870192115777
2398,2.720994453479648,-0.21092928806397282
2699,1.4433976752867421,-0.15331392960779766
2999,0.36467843715018056,0.051745229148796534
3298,0.933113848075642,-0.3764614957163601
3599,1.5071837185457735,-0.19961932310365493
3898,0.488627547785626,-0.11080431259574897
4199,3.0423759436643563,-0.19857036299659425
4498,0.2796970355607332,0.40983577141931093
4799,0.11698431098232794,0.9165957200651097
5098,0.10074412221457811,0.8874061531481228
5399,0.10404966012308767,0.9098948494882391
5699,0.15633953364267514,0.8722884631577718
5998,0.3770171428462915,0.44254138344554617
6299,0.1897794125808946,0.8919727222078555
6598,0.1351758527636654,0.8976372762205178
6899,0.09173479514655138,0.9622844946252899
7198,0.11322829641603363,0.9484583848379762
7499,0.09954725325271756,0.9461372834808578
7798,0.1452116697209904,0.9180420762549139
8099,0.1771534739205426,0.9047680549531188
8399,0.11921249980178078,0.9004163756324146
8698,0.10903257308848753,0.9167491845151745
8999,0.07081718734406292,0.9709607715160575
9298,0.1258137414533628,0.8901419600671818
9599,0.15455932311026604,0.8425663699970642
9898,0.15851232799074333,0.8041183454457579
10199,0.13866174070886608,0.8568540497353989
10498,0.1620344297923717,0.8019414319283241
10799,0.22171502996671277,0.678025705225517
11099,0.22235126428800558,0.6769912600380913
11398,0.2240174725203995,0.7447435785928661
11699,0.2885027233114747,0.5859462922427228
11998,0.25452332096356867,0.7216020974145102
12299,0.3017944505359119,0.6172789973956843
12598,0.2660870283115759,0.7919792418085936
12899,0.26923241204730863,0.7733270948576991
13198,0.38398920891673316,0.7083375127200271
13499,0.892579979265113,0.18647370871233704
13799,0.4369613974037617,0.6655902158527972
14098,0.27749910637256425,0.887227676642013
14399,0.29681075374833,0.8711033770670102
14698,0.3109187431498772,0.8756089076552849
14999,0.5832820810392979,0.8004774753775991
15298,0.42364730559884195,0.8422043777899964
15599,0.4047200735799755,0.8327806691183703
15898,0.4681433675296341,0.8592160867191712
16199,0.29930415436901897,0.930173649814197
16499,0.36277770091066125,0.8965111771866209
16798,0.427008687312957,0.8572795376309144
17099,0.4021627885343012,0.9086326626992128
17398,0.4443174025221895,0.829652261325111
17699,0.3886674538067795,0.862656399416521
17998,0.4887878662069655,0.7790322291431778
18299,0.21985534456493397,0.9262760013399175
18598,0.2078113910442514,0.9387311950420013
18899,0.40119393391594393,0.8743514177850614
19199,0.226905034674794,0.913712751585964
19498,0.23402282143413367,0.9323598285644965
19799,0.21636235913873775,0.8984514871492779
20098,0.370126119934621,0.7631582112972612
20399,0.7077070013568174,0.41949543542482826
20698,0.186279700976362,0.9282574866642794
20999,0.2362711068990624,0.8275831072661561
21298,0.15222854748108025,0.8751760403789428
