,rmse,skill
299,0.23993175368480615,0.2520583992268737
598,0.3025678145247022,-0.04016657927332412
899,0.18115216449696117,0.4890090504386442
1198,0.18980272875510013,0.5251650018018889
1499,0.1771872279073437,0.6085210355379962
1798,0.1832727021890156,0.5874127740080131
2099,4.138342221238931,-0.12685191652733852
2398,2.534504095947458,-0.19920462217673562
2699,1.3147081083203913,-0.15533431087015637
2999,0.15375189134918282,0.7411937384121932
3298,0.608459358949252,0.31422392956604706
3599,1.3689938145748617,0.033544751543756135
3898,0.18223858262457704,0.6492824874600569
4199,2.9487169900198587,-0.10733255441882505
4498,0.2676920364480993,0.22050820828746354
4799,0.14341020101138488,0.775651824851967
5098,0.11737671709478154,0.8393103778420947
5399,0.13654259184863785,0.7550314969247169
5699,0.12002006654857866,0.8164959509676782
5998,0.42573477217903677,-0.041121306106505884
6299,0.17274971499598057,0.8257766471035611
6598,0.12637397407462625,0.8385016415289772
6899,0.11111296524289956,0.8809666778999781
7198,0.09902031354538449,0.8974779410974542
7499,0.1309217975033929,0.8657408815957152
7798,0.12216555037291811,0.865708546365333
8099,0.14097537926087556,0.8610065863757378
8399,0.14563165840014844,0.8295866156963336
8698,0.11285337012962206,0.8828776928206267
8999,0.08426743936507834,0.9284020934672982
9298,0.06500845030289343,0.9527086419478852
9599,0.08567779181593677,0.9266874236091407
9898,0.1416153383985136,0.8616924613912726
10199,0.16933149981101014,0.7831628036113095
10498,0.218618980628008,0.6989605991219346
10799,0.2489620449329944,0.5755987539264323
11099,0.5866213695072511,-3.156172031491554
11398,,
11699,,
11998,,
12299,,
12598,,
12899,,
13198,,
13499,,
13799,,
14098,,
14399,,
14698,,
14999,,
15298,,
15599,,
15898,,
16199,,
16499,,
16798,,
17099,,
17398,,
17699,,
17998,,
18299,1.7245587592748954,-7.701821366989167
18598,1.43169893783381,-5.109643359905403
18899,1.3555535525796314,-3.3047145849720767
19199,1.1919951951071435,-2.769769268705851
19498,0.9486186482796745,-1.4582099940362836
19799,0.794186695514915,-0.9008801603448271
20098,0.6550907959384283,-0.4339907404197427
20399,0.7932504811950429,0.19961785989358805
20698,0.46807110888728776,0.19107539536721763
20999,0.4103045211491671,0.38104687763811573
21298,0.32180754895657254,0.49306313937767954
21599,0.24669159890858897,0.6316370953935986
21899,0.22360049951015362,0.6729166464915588
22198,0.22156548269452167,0.6561288819069118
22499,0.18175172066505532,0.7405539361743072
22798,0.170138305568343,0.781681918767309
23099,0.1921000844754982,0.7281052442318888
23398,0.16847738250505054,0.7814266038570722
23699,0.29035006417924675,0.4874378976298748
23998,0.17284098660746783,0.7608556767583117
24299,0.3459406548806042,0.5353534677627356
24599,0.14885892576414259,0.744179120736921
24898,0.1478594062053158,0.784842688650699
25199,0.10779381646034977,0.8462370445601511
25498,0.1476377058364147,0.7225841347040025
25799,0.17633408361230263,0.5955558234873799
26098,0.12139266895283603,0.7891020971459591
26399,0.17632914090686336,0.6018182184970586
26698,0.13605088313245364,0.7233423100879213
26999,0.11908484040103029,0.8019611950189764
27299,0.15258533790825873,0.655261761075613
27598,0.16466108676766347,0.6896527792489906
27899,0.13273683317532511,0.7763007271810207
28198,0.12210499844737534,0.8002899004133485
28499,0.1033969304379753,0.8369391752956914
28798,0.10798074915005557,0.7797354445682996
29099,0.18177571612685098,0.6147579335434795
29398,0.16100399144148403,0.6464762891530815
29699,0.1177881914555682,0.7441806743857075
29999,0.14192445956267935,0.7077345469766666
30298,0.09089944706899424,0.8031582525378657
30599,0.1278279512456911,0.7037341698071458
30898,0.14665711176127308,0.6581249772752609
31199,0.1263013269293337,0.689979388713319
31498,0.10256884640604873,0.7709715678994187
31799,0.09629921363459187,0.7530651869630217
32098,0.09976350827223951,0.7755472983459462
32399,0.1127631102864718,0.7082746752381139
32699,0.07785098949827544,0.8239560917524947
32998,0.12448561088280741,0.7102251289352127
33299,0.11532083089749462,0.7691873214580842
33598,0.5483957154272832,0.35221835680737545
33899,0.12190766067426148,0.7588158686682923
34198,0.16598560684725108,0.6964383899133904
34499,1.1268160539631344,-0.10723686255543097
34798,0.20546416008040225,0.5153530773350814
35099,0.14213729376695786,0.5551126797253627
35399,0.17330321291073997,0.21111496403121466
35698,0.24767671420216253,0.6277501340351717
35999,5.244129672995687,-0.1113917744175148
36298,1.910046398837296,-0.1491407368067632
36599,0.92560496652814,0.17162442407631373
36898,0.15495319135584376,0.04957314232357468
37199,8.290365416827512,-0.20196793137645797
37498,0.3192861278200613,0.49602493918616286
37799,0.7493863407788814,0.2959036403831288
38099,1.0825984568468319,0.19755359636646463
38398,0.2103895834172654,0.7115849235937237
38699,0.1968212892337416,0.32302709983292577
38998,0.30981448736975625,0.520237903351945
39299,89.15930311022362,-0.21969961794266424
39598,,
39899,,
40198,0.3396218386783991,-2.866844799589261
40499,0.23619799069003194,0.06151505886640474
40799,0.174828662766095,-0.00843253870646099
41098,0.12832007925897837,0.5089959527429296
41399,0.11008077688450488,0.6206063629740386
41698,0.1052824223600784,0.7748775473162124
41999,0.09510343318629923,0.8121513398330901
42298,0.08249083243170906,0.8251466102937542
42599,0.15715120453483036,0.7283344477158762
42898,0.08027654399674941,0.8791160892173879
43199,0.0738903874324457,0.8864129351319412
43499,0.0917890039456327,0.8907674465029669
43798,0.0866223224803549,0.8789908913190523
44099,0.41346778568425413,-0.1909377231498286
44398,40.46116852147063,-0.17776834518209905
44699,0.10024159043816504,0.827465442167951
44998,0.18707438582966532,0.3512245082816763
45299,0.11978283702284277,0.7637220272669512
45598,0.12243749679874484,0.7874067644057453
45899,0.139302867233985,0.7832837739110707
46199,0.158128772312362,0.8079489567090101
46498,0.16121286519038328,0.7714681710177785
46799,0.15104316228226933,0.8149596589138852
47098,0.15824786906925142,0.7963630569479224
47399,0.18682551566337838,0.6519813684260893
47698,0.26101320938791545,0.2774765339699723
47999,0.20654200346893398,0.579359707355345
48298,0.5823224727744895,-0.258759954331089
48599,0.3707144337492994,0.014733305052298196
48899,0.8015154546981007,-0.2702547015268766
49198,1.0750742295542357,-0.2518034243870244
49499,0.6412052917725365,-0.3057706675113727
49798,1.1501385363068704,-0.317547489473345
50099,2.636021456984791,-0.25207850763556006
50398,3.302516580924606,-0.23597226016779915
50699,5.852730139142199,-0.20332655161199442
50998,6.341283989808866,-0.22260582899041426
51299,8.669873992933866,-0.1860581268901358
51599,7.231644497088957,-0.20939826445636345
51898,3.505353318409125,-0.2673052866878094
52199,9.470815537794978,-0.22639876565231254
52498,9.235636445160715,-0.2361415790455843
52799,10.995710972290347,-0.29907565806490566
53098,13.527705157850532,-0.3213946535509131
53399,9.754743064304236,-0.30657296838067927
53698,23.1365751154547,-0.2898787454029841
53999,41.81929250379497,-0.19646126524799867
54299,65.26880409298246,-0.26285790731993
54598,89.41042355339914,-0.2152966113044812
54899,,
55198,1.0777435281453434,0.17257709766102658
55499,1.2517881713374956,0.12927919076741745
55798,78.24904481844081,-0.2533618127036166
56099,52.92860849036674,-0.2842080257234836
56398,23.30689871191471,-0.2926810678408802
56699,9.969414852037675,-0.4094628568605312
56999,29.8897536165902,-0.7107410114331638
57298,1.5624060214607436,-0.26781353160711086
57599,1.7481334926181509,-0.3528559230617443
57898,1.9244538583825088,-0.420370369868867
58199,1.883582957419077,-0.37775565957763413
58498,1.9854998965237125,-0.4009503107107595
58799,1.8658437751088914,-0.3551754531050235
59098,1.8791098299213915,-0.3468608210485713
59399,1.908142091983892,-0.3972748991277857
59699,1.7026617784514844,-0.3416211507093252
59998,1.4420824801575025,-0.19755057375587537
60299,1.2486671473079658,-0.10208929653617971
60598,1.086183181115836,-0.03175618935144087
60899,0.8447922281664031,0.15227223477698215
61198,1.096093271052562,-0.40690692695728936
