,rmse,skill
299,0.3079317885787403,0.16308302384046147
598,0.3582069987361111,-0.1009543480491002
899,0.28185245926932523,0.35636643957128655
1198,0.293538843072256,0.29732238081427864
1499,0.2982965652556849,0.28967153278763
1798,0.31404266631116134,0.22551124665230837
2099,4.334293977140753,-0.1257279437322132
2398,2.7492349498484874,-0.1988546347041662
2699,1.5463104782718302,-0.1562857310296264
2999,0.3534772206017227,0.23282929264236085
3298,0.8449352998235875,-0.19039163570404538
3599,1.5956575971680147,-0.25763211211706194
3898,0.5261460464199954,-0.4350155518441494
4199,3.265338247001204,-0.3385512121637577
4498,0.616165340021767,-0.7555836121068422
4799,0.5104941780245286,-0.36979581196807865
5098,0.48991788076027315,-0.33486497761288603
5399,0.413394375632781,0.008926118295248475
5699,0.40309851536194763,0.05771714305449127
5998,0.6869193740068984,-0.6181953204203863
6299,0.4426282305387112,0.06741863119029667
6598,0.38608285174220547,0.07209072526705873
6899,0.4145197457723224,0.07467050249449914
7198,0.40079809764729774,0.09099655073600321
7499,0.43794065133067994,0.04210884997654285
7798,0.43119901624040213,0.05283336445168796
8099,0.4636728951047522,0.05430144562830863
8399,0.5137038949797557,-0.3360911712297805
8698,0.4976644838980374,-0.24288572935467645
8999,0.4618855317336854,-0.13095008400813635
9298,0.44304697427138606,-0.060441022995689764
9599,0.4607376309451083,-0.05343602699206729
9898,0.2963989388599042,0.7488265272131471
10199,0.27562656731190055,0.7640700483965365
10498,0.2948191864493323,0.7412858523072853
10799,0.2872103042247953,0.7466370437739727
11099,0.32143108732286724,0.7120881449497691
11398,0.6069081737323254,-0.4574114993840568
11699,0.6074049948685851,-0.12185109324427423
11998,0.6390888858477518,-0.21587466025390456
12299,0.6913037193847887,-0.08817056792294276
12598,0.7286101192577745,-0.07674512636361408
12899,0.6051169755836695,0.3698111775261749
13198,0.5838371486183918,0.3953407690889279
13499,1.143726458363953,-0.049504271072007944
13799,0.8382196829129626,0.1946929283194112
14098,0.6860018804147626,0.3373309277635932
14399,0.8622224076582793,0.3062080570137419
14698,0.9290202489291127,0.195867471789545
14999,1.0854682256189276,0.14513110794545026
15298,1.3240602870368152,0.1156643975906626
15599,1.2932796476329667,0.09916933427173757
15898,1.4715638093376786,-0.04718220256671524
16199,1.2792951369001164,0.018089760747824424
16499,1.4919809563654562,-0.07447932310334804
16798,1.4726269446964748,-0.0634263938234918
17099,1.4718909979974009,-0.07322450250197399
17398,1.4219489985505123,-0.06362977037900208
17699,1.3116804431953895,0.0011063691602243297
17998,1.313712261500024,-0.03561873776353908
18299,1.0130601553176986,0.1528631846042917
18598,0.977454702817698,0.17622839275670754
18899,1.145511400132247,-0.053083108154795555
19199,0.8884390557654686,0.04764134037957868
19498,0.7500995670786031,0.1722087169484806
19799,0.7298929867358646,0.10653809507039658
20098,0.6658181720229018,0.1620343712483251
20399,1.131182380695187,-0.12661124420431813
20698,0.4725531784510776,0.4112728483298045
20999,0.5886455867105481,0.1814281609212427
21298,0.4498928570960796,0.3814230789634059
21599,0.4284404819045855,0.39933527953176173
21899,0.5291111525087312,0.41971962516680716
22198,0.5127126390897496,0.42113867337123334
22499,0.49828458985826835,0.44948923962807286
22798,0.3973471916627419,0.581718967334039
23099,0.48921788306483877,0.44049779648439025
23398,0.5025291218109271,0.21860673161885735
23699,0.6329964173093803,-0.05907148223250158
23998,0.48690939028073743,0.20156728044510497
24299,0.7045151746162993,-0.10054062120620055
24599,0.42048366515805236,0.28173837970692495
24898,0.34778856712018236,0.6005600709492052
25199,0.30122449304050775,0.6741046233008864
25498,0.32237669170738814,0.5760353473500524
25799,0.3164522442027585,0.5195733237328914
26098,0.25232513145893704,0.6879653239223458
26399,0.517646936822177,-0.46102236900298377
26698,0.4838203514113355,-0.34031971514468995
26999,0.4528914287451607,-0.2910954565555428
27299,0.46084048635211555,-0.35773171682671
27598,0.5155698236942347,-0.37905496610003886
27899,0.45130956420995855,-0.16111642729481312
28198,0.41205000864710684,-0.10571685910651785
28499,0.41734179282766243,-0.09211266746695257
28798,0.3655474130826293,-0.057463372710250926
29099,0.5340679079181939,-0.33429329760997684
29398,0.6363332655522402,-0.8778336921060137
29699,0.6539559475295132,-0.8167345052474062
29999,0.6774135411147402,-0.7763815148511766
30298,0.6154733925307918,-0.7885646907781527
30599,0.6684833437536292,-0.7937215170825385
30898,0.6747354180704935,-0.15074017326356692
31199,0.5613707873112342,-0.17238818568710812
31498,0.6368313939873432,-0.19786445076183679
31799,0.5671132242512322,-0.19257895898119282
32098,0.5602608369910144,-0.15862425094315502
32399,0.5698687880427733,-0.5381118810818701
32699,0.6256507014362918,-0.4338078645351362
32998,0.6405794346700879,-0.35561045337484365
33299,0.6466635504409215,-0.3863075037819834
33598,1.1172114452452295,-0.2696752759512506
33899,0.44665403178105517,0.3092260633834427
34198,0.5091349856329069,0.2693677617241952
34499,1.5090525372875827,-0.30369192801445255
34798,0.5203757155306382,0.16971540652787132
35099,0.3641832713475945,0.3681149776196587
35399,0.3346074433630804,0.21571201876712554
35698,0.5318978867107643,0.08727324717594998
35999,5.592961874860824,-0.17124088324905729
36298,2.2629586790176095,-0.28774875826474533
36599,1.3328165856379797,-0.16221180000091495
36898,0.24096178786428826,0.2906536562652765
37199,8.394719577204524,-0.23206666168792944
37498,0.4686087305278794,0.3810189448917033
37799,0.9338581386550828,0.062045483093402076
38099,1.2789640376992273,0.015699476106117105
38398,0.3522755583279674,0.4868579133914218
38699,0.2194210104234729,0.6594767812875595
38998,0.38792772386783037,0.4668309835977065
39299,97.85695461490252,-0.49945806165938933
39598,0.21096561083973975,0.5318092704194071
39899,0.18628018937838242,0.6920842699144067
40198,0.18856392777841965,0.6013442265812546
40499,0.22573651773118808,0.6627004759796642
40799,0.18373308607405753,0.6334620270874486
